==========================================================================================
  RAPPORT DE GÉNÉRATION ET VALIDATION DES FICHIERS HARMONIQUES
  Date : 2026-03-11 17:01
  Référence : maree.info (données SHOM)
==========================================================================================

──────────────────────────────────────────────────────────────────────────────────────────
  RÉSUMÉ DE GÉNÉRATION
──────────────────────────────────────────────────────────────────────────────────────────
  Ports traités : 137
  Succès : 137
  Erreurs : 0

──────────────────────────────────────────────────────────────────────────────────────────
  Port                                           Lat       Lon  Const         Atlas  Fichier                       
──────────────────────────────────────────────────────────────────────────────────────────
  Lézardrieux                            2.24       3.47m       4.83m     26    48.783    -3.100
  Port-Béni                              5.59       0.11m       0.26m     26    48.817    -3.200
  Tréguier                               5.59       0.15m       0.29m     26    48.783    -3.233
  Perros-Guirec                          5.36       0.12m       0.31m     26    48.817    -3.433
  Ploumanac'h                            5.29       0.20m       0.37m     26    48.833    -3.483
  Trébeurden                             5.26       0.17m       0.36m     27    48.767    -3.567
  Locquemeau                             5.25       0.11m       0.27m     27    48.733    -3.583
  Locquirec                              5.25       0.22m       0.37m     27    48.683    -3.650
  Anse de Primel                         5.15       0.27m       0.51m     27    48.717    -3.817
  Baie de Morlaix - Carantec             5.15       0.11m       0.28m     27    48.683    -3.900
  Roscoff                                5.02       0.22m       0.41m     27    48.717    -3.983
  Brignogan-Plage                        4.64       0.25m       0.40m     27    48.667    -4.333
  Aber Wrac'h                            3.45       0.93m       1.41m     27    48.600    -4.567
  L'Aber Benoît                          3.44       1.18m       1.51m     27    48.583    -4.600
  Portsall                               4.35       0.15m       0.23m     27    48.567    -4.700
  L'Aber Ildut - Lanildut                4.18       0.08m       0.23m     27    48.467    -4.750
  Ile d'Ouessant (Baie de Lampaul)       3.81       0.25m       0.36m     27    48.450    -5.100
  Ile Molène                             3.86       0.45m       0.58m     27    48.400    -4.967
  Le Conquet                             3.99       0.07m       0.20m     27    48.367    -4.783
  Trez-Hir                               3.58       0.32m       0.38m     27    48.367    -4.633
  Brest                                  3.83       0.26m       0.42m     27    48.383    -4.500
  Camaret-sur-Mer                        3.59       0.14m       0.27m     27    48.283    -4.600
  Morgat                                 3.58       0.27m       0.33m     27    48.217    -4.500
  Douarnenez                             3.60       0.21m       0.28m     27    48.100    -4.333
  Ile de Sein                            3.02       0.53m       0.77m     27    48.033    -4.850
  Audierne                               2.81       0.18m       0.25m     27    48.017    -4.533
  Penmarc'h / Saint Guénolé              2.93       0.10m       0.23m     27    47.817    -4.383
  Le Guilvinec                           2.78       0.18m       0.24m     27    47.800    -4.283
  Lesconil                               2.73       0.23m       0.30m     27    47.800    -4.217
  Loctudy                                2.94       0.12m       0.24m     27    47.833    -4.167
  Bénodet                                2.86       0.31m       0.36m     27    47.867    -4.117
  Concarneau                             2.88       0.15m       0.24m     27    47.867    -3.917
  Penfret (Iles de Glénan)               2.85       0.14m       0.21m     27    47.733    -3.950
  Port Manec'h                           2.91       0.05m       0.09m     27    47.800    -3.733
  Le Pouldu                              2.97       0.13m       0.24m     27    47.767    -3.533
  Lorient                                0.71       2.29m       3.30m     27    47.733    -3.367
  Port-Louis (Locmalo)                   2.71       0.37m       0.49m     27    47.717    -3.350
  Ile de Groix (Port-Tudy)               2.95       0.18m       0.26m     27    47.650    -3.450
  Etel                                   2.98       0.23m       0.57m     27    47.650    -3.200
  Quiberon (Port-Maria)                  3.04       0.15m       0.24m     27    47.483    -3.117
  Belle-Ile (Le Palais)                  3.08       0.05m       0.09m     27    47.350    -3.150
  Quiberon (Port-Haliguen)               3.23       0.09m       0.17m     27    47.483    -3.100
  La Trinité-sur-Mer                     1.31       1.85m       2.39m     27    47.583    -3.017
  Auray (St-Goustan)                     2.54       0.16m       0.29m     27    47.667    -2.983
  Locmariaquer                           0.69       2.09m       3.33m     27    47.567    -2.933
